OBJECTID;ID;STADSDEEL;BUURT_CODE;STRAAT;EIGENAAR;BEHEERDER;ONDERHOUDER;SOORT;VOET;ZITOBJECT;AFWERKING;KLEUR;AANLEG_JAAR;STANDPLAATS;LOCATIE;LEVERANCIER;geo_shape;geo_point_2d
1440;14924;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Kunststof;Anders;Zwart;;Verharding;Park;;"{""coordinates"": [5.449878930221806, 51.47619366132984], ""type"": ""Point""}";51.47619366132984, 5.449878930221806
1441;14925;Woensel noord 1;1512;;Particulier;Particulier;Particulier;;;;;;;;;;"{""coordinates"": [5.454291367778696, 51.47221590669548], ""type"": ""Point""}";51.47221590669548, 5.454291367778696
1443;12036;Strijp 1;1611;Hagenkampweg Noord;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Hout;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.467855909543674, 51.435070378102026], ""type"": ""Point""}";51.435070378102026, 5.467855909543674
1451;13765;Woensel noord 2;1534;Charles Dickenslaan;BOR;BOR Stedelijk;BOR Stedelijk;;;Hout;;;2006;;;;"{""coordinates"": [5.4759008501281805, 51.48548493361005], ""type"": ""Point""}";51.48548493361005, 5.4759008501281805
1452;12459;Woensel noord 2;1534;Eeuwig Licht;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.481275623132343, 51.485591169351245], ""type"": ""Point""}";51.485591169351245, 5.481275623132343
1453;13016;Stratum;1211;Kanaaldijk-Zuid;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Lak;Licht bruin;2013;Verharding;Overig;;"{""coordinates"": [5.488992006138566, 51.43698881546562], ""type"": ""Point""}";51.43698881546562, 5.488992006138566
1455;13001;Tongelre;1321;Groenstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2013;Gazon;Park;;"{""coordinates"": [5.504130813095086, 51.443551637003495], ""type"": ""Point""}";51.443551637003495, 5.504130813095086
1456;12994;Tongelre;1328;Dirigentplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Beits;Donker bruin;2013;Anders;Plein;;"{""coordinates"": [5.520681265179161, 51.43731081439841], ""type"": ""Point""}";51.43731081439841, 5.520681265179161
1462;12629;Gestel;1721;Mendelssohnlaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Beits;Donker bruin;2006;Anders;Plein;;"{""coordinates"": [5.449835744430954, 51.42401937678932], ""type"": ""Point""}";51.42401937678932, 5.449835744430954
1463;12713;Tongelre;1321;Tafelbergplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Hout;Hout;Beits;Donker bruin;2010;Verharding;School;;"{""coordinates"": [5.509453341340256, 51.44128781293302], ""type"": ""Point""}";51.44128781293302, 5.509453341340256
1465;9441;Gestel;1724;;Particulier;Particulier;Contract;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.466023148405416, 51.420260803915625], ""type"": ""Point""}";51.420260803915625, 5.466023148405416
1467;9878;Woensel noord 1;1521;Lekstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.428358343540682, 51.47956428082581], ""type"": ""Point""}";51.47956428082581, 5.428358343540682
1469;9891;Woensel noord 1;1512;Di Cambioweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.451954414430817, 51.464966076002874], ""type"": ""Point""}";51.464966076002874, 5.451954414430817
1471;9711;Park Philips de Jongh;1627;STD.P. Philips de Jongh;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Donker bruin;2010;Verharding;Park;;"{""coordinates"": [5.443871217538529, 51.456923948926054], ""type"": ""Point""}";51.456923948926054, 5.443871217538529
1474;9758;Park Philips van Lennep;1623;STD.P. Philips van Lennep;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Beton;Lak;Groen;2006;Beplanting;Park;;"{""coordinates"": [5.429068104611012, 51.44570541113683], ""type"": ""Point""}";51.44570541113683, 5.429068104611012
1476;13367;Centrum;1112;Smitsstraat;BOR;Particulier;Contract;Model Eindhoven;Beton;Kunststof;Beits;Licht bruin;2009;Beplanting;Plein;;"{""coordinates"": [5.472913151491531, 51.43632071934189], ""type"": ""Point""}";51.43632071934189, 5.472913151491531
1479;9634;Stratum;1224;Buitengebied in brt: 243;BOR;BOR buitengebied;BOR Natuur;Zitbank;Hout;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.496331994408259, 51.41027092658976], ""type"": ""Point""}";51.41027092658976, 5.496331994408259
1483;13343;Centrum;1111;18 Septemberplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Beton;Anders;Grijs;2010;Verharding;Plein;;"{""coordinates"": [5.477272160812227, 51.44124542269456], ""type"": ""Point""}";51.44124542269456, 5.477272160812227
1486;10831;Gestel;1722;Humperdincklaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.461249126343648, 51.42797881967858], ""type"": ""Point""}";51.42797881967858, 5.461249126343648
1487;12235;Tongelre;1321;Jacob Jordaensweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.509394471209253, 51.43745616448809], ""type"": ""Point""}";51.43745616448809, 5.509394471209253
1488;12203;Park Henri Dunant;1532;STD.P. Henry Dunant;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.471030149692284, 51.47917658764533], ""type"": ""Point""}";51.47917658764533, 5.471030149692284
1491;12207;Park Henri Dunant;1532;STD.P. Henry Dunant;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.470298953992941, 51.48111073175071], ""type"": ""Point""}";51.48111073175071, 5.470298953992941
1495;13361;Centrum;1111;Vestdijk;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Beits;Licht bruin;2008;Verharding;Plein;;"{""coordinates"": [5.482095187322955, 51.4376269221782], ""type"": ""Point""}";51.4376269221782, 5.482095187322955
1505;8270;Stratum;1223;Felix Timmermanslaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.480726574008243, 51.41967862354992], ""type"": ""Point""}";51.41967862354992, 5.480726574008243
1508;8311;Park Centrum;1217;STD.P. Stadswandelpark;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Anders;Hout;Beits;Licht bruin;2006;Verharding;Park;;"{""coordinates"": [5.4818263061453045, 51.426628828425905], ""type"": ""Point""}";51.426628828425905, 5.4818263061453045
1512;8328;Woensel noord 2;1543;;Particulier;Particulier;Particulier;Model Eindhoven;Beton;Hout;Lak;Licht bruin;2006;Verharding;Abri;;"{""coordinates"": [5.492814856809661, 51.47599289912984], ""type"": ""Point""}";51.47599289912984, 5.492814856809661
1514;8354;Woensel noord 2;1534;Buddy Boldenlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Plein;;"{""coordinates"": [5.46707648025581, 51.49327689862203], ""type"": ""Point""}";51.49327689862203, 5.46707648025581
1517;10841;Gestel;1724;Test;BOR;BOR buitengebied;BOR Natuur;Zitbank;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.469186435989477, 51.41977293279316], ""type"": ""Point""}";51.41977293279316, 5.469186435989477
1520;13348;Centrum;1111;Stationsweg;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2008;Verharding;Plein;;"{""coordinates"": [5.483808584916828, 51.44187826971546], ""type"": ""Point""}";51.44187826971546, 5.483808584916828
1521;12114;Woensel zuid;1425;Veldmaarschalk Montgomerylaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Overig;;"{""coordinates"": [5.474951115307874, 51.46472643624709], ""type"": ""Point""}";51.46472643624709, 5.474951115307874
1523;10082;Centrum;1515;Winkelcentrum Woensel;BOR;BOR Stedelijk;Particulier;Zitbank;Staal;Hout;Lak;Licht bruin;2008;Verharding;Winkel;;"{""coordinates"": [5.476401783942406, 51.46811636702198], ""type"": ""Point""}";51.46811636702198, 5.476401783942406
1524;10103;Woensel zuid;1422;;Particulier;Particulier;Particulier;Anders;Staal;Hout;Lak;Licht bruin;2008;Verharding;Winkel;;"{""coordinates"": [5.470920870591837, 51.454104917493794], ""type"": ""Point""}";51.454104917493794, 5.470920870591837
1529;9663;Gestel;1732;Buitengebied 732;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Kunststof;Beits;Donker bruin;2006;Beplanting;Overig;;"{""coordinates"": [5.435879672915332, 51.41297071680729], ""type"": ""Point""}";51.41297071680729, 5.435879672915332
1532;13462;Gestel;1721;Mendelssohnlaan;BOR;BOR Stedelijk;BOR Stedelijk;Anders;Beton;Beton;Anders;Grijs;2013;Verharding;Plein;;"{""coordinates"": [5.45059452610288, 51.42476464887194], ""type"": ""Point""}";51.42476464887194, 5.45059452610288
1533;13459;Gestel;1721;;Particulier;Particulier;Particulier;Zitbank;Beton;Hout;Beits;Licht bruin;2013;Beplanting;Plein;;"{""coordinates"": [5.45382338326646, 51.42764795044048], ""type"": ""Point""}";51.42764795044048, 5.45382338326646
1540;13439;Gestel;1726;B.P. Rapelenburg;BOR;BOR buitengebied;BOR Natuur;Picknickset;Beton;Hout;Beits;Licht bruin;2013;Gazon;Overig;;"{""coordinates"": [5.4750225835953605, 51.41977385310406], ""type"": ""Point""}";51.41977385310406, 5.4750225835953605
1541;13438;Gestel;1726;B.P. Rapelenburg;BOR;BOR buitengebied;BOR Natuur;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2013;Gazon;Park;;"{""coordinates"": [5.475980518277689, 51.40660216962274], ""type"": ""Point""}";51.40660216962274, 5.475980518277689
1543;13432;Gestel;1731;Sterkenburg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2013;Beplanting;Plein;;"{""coordinates"": [5.4409774772222095, 51.42129801097571], ""type"": ""Point""}";51.42129801097571, 5.4409774772222095
1547;12434;Woensel noord 2;1534;Alzira;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2011;Verharding;Plein;;"{""coordinates"": [5.477910782560193, 51.4917409840065], ""type"": ""Point""}";51.4917409840065, 5.477910782560193
1549;10096;Woensel noord 1;1513;Koning Arthurlaan;BOR;BOR Stedelijk;BOR Stedelijk;Social sofa;Beton;Kunststof;Anders;Anders;2010;Verharding;Park;;"{""coordinates"": [5.468328902586872, 51.47097178260788], ""type"": ""Point""}";51.47097178260788, 5.468328902586872
1552;10109;Woensel zuid;1431;Generaal de Collaertpad;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Donker bruin;2008;Verharding;Park;;"{""coordinates"": [5.480824345250873, 51.45955782454026], ""type"": ""Point""}";51.45955782454026, 5.480824345250873
1553;12433;Woensel noord 2;1534;Atilla;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.482234470082483, 51.49126102190331], ""type"": ""Point""}";51.49126102190331, 5.482234470082483
1556;14941;Strijp 1;1623;;BOR;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.431021368405609, 51.44142629937179], ""type"": ""Point""}";51.44142629937179, 5.431021368405609
1557;14942;Woensel zuid;1433;;BOR;BOR Stedelijk;;Solitaire bank;Staal;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.493036930297333, 51.45344719200962], ""type"": ""Point""}";51.45344719200962, 5.493036930297333
1560;14945;Woensel zuid;1433;;BOR;BOR Stedelijk;;Solitaire bank;Staal;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.493131201461196, 51.45419356992506], ""type"": ""Point""}";51.45419356992506, 5.493131201461196
1566;14932;Woensel noord 1;1521;;BOR;BOR Stedelijk;;Solitaire bank;Staal;Kunststof;Anders;Rood;;Verharding;Park;;"{""coordinates"": [5.4340624296136, 51.481629945361476], ""type"": ""Point""}";51.481629945361476, 5.4340624296136
1568;15133;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Picknickset;Beton;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.452052485330125, 51.4766457044667], ""type"": ""Point""}";51.4766457044667, 5.452052485330125
1571;15137;Park Philips van Lennep;1623;;BOR;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.432404182316414, 51.44645957573515], ""type"": ""Point""}";51.44645957573515, 5.432404182316414
1573;15140;Woensel zuid;1433;;BOR;BOR Stedelijk;;Solitaire bank;Staal;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.493439668141176, 51.454183293560284], ""type"": ""Point""}";51.454183293560284, 5.493439668141176
1584;15151;Park Henri Dunant;1532;;BOR;BOR Stedelijk;;;;;;;;;;;"{""coordinates"": [5.47240092832964, 51.47757929846835], ""type"": ""Point""}";51.47757929846835, 5.47240092832964
1585;15153;Woensel noord 1;1523;;BOR;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.437211426978729, 51.48136273870885], ""type"": ""Point""}";51.48136273870885, 5.437211426978729
1586;9769;Strijp 1;1612;Esdoornlaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Beton;Anders;Grijs;2006;Verharding;Park;;"{""coordinates"": [5.459472035591118, 51.44141688371854], ""type"": ""Point""}";51.44141688371854, 5.459472035591118
1589;9786;Strijp 1;1611;Lodewijk Napoleonplein;BOR;BOR Stedelijk;BOR Stedelijk;Anders;Anders;Hout;Lak;Licht bruin;2006;Verharding;Plein;;"{""coordinates"": [5.467300421484462, 51.4367327316044], ""type"": ""Point""}";51.4367327316044, 5.467300421484462
1596;12168;Woensel noord 2;1532;Neerpeltlaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Kunststof;Onbehandeld;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.477360910349932, 51.4818129566166], ""type"": ""Point""}";51.4818129566166, 5.477360910349932
1597;12171;Woensel noord 2;1532;Spalaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.484500750101633, 51.48377842236591], ""type"": ""Point""}";51.48377842236591, 5.484500750101633
1598;12192;Park Henri Dunant;1532;STD.P. Henry Dunant;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.472685717903748, 51.47904731359341], ""type"": ""Point""}";51.47904731359341, 5.472685717903748
1599;13763;Park Henri Dunant;1532;STD.P. Henry Dunant;BOR;BOR Stedelijk;BOR Stedelijk;;;Kunststof;;;2006;;;;"{""coordinates"": [5.472456141156798, 51.4791218809671], ""type"": ""Point""}";51.4791218809671, 5.472456141156798
1600;12825;Park Henri Dunant;1532;STD.P. Henry Dunant;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.472869954520104, 51.47881474072044], ""type"": ""Point""}";51.47881474072044, 5.472869954520104
1601;12197;Park Henri Dunant;1532;STD.P. Henry Dunant;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.4731573615565585, 51.47895024849909], ""type"": ""Point""}";51.47895024849909, 5.4731573615565585
1603;12910;Park Meerland;1640;Waterfront;BOR;BOR Stedelijk;BOR Stedelijk;Flyer Eagle;Staal;Hout;Onbehandeld;Licht bruin;2011;Verharding;Park;;"{""coordinates"": [5.4005395586558596, 51.4427179003243], ""type"": ""Point""}";51.4427179003243, 5.4005395586558596
1604;10146;Tongelre;1322;Gerard Davidstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;2010;Verharding;School;;"{""coordinates"": [5.516441147818165, 51.43906278885499], ""type"": ""Point""}";51.43906278885499, 5.516441147818165
1605;9738;Strijp 1;1615;Frederiklaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Licht bruin;2006;Verharding;School;;"{""coordinates"": [5.460327575907534, 51.44323973645473], ""type"": ""Point""}";51.44323973645473, 5.460327575907534
1606;9754;Park Philips van Lennep;1623;STD.P. Philips van Lennep;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;2025;Beplanting;Park;;"{""coordinates"": [5.431324613753679, 51.44722425267583], ""type"": ""Point""}";51.44722425267583, 5.431324613753679
1607;11238;Woensel zuid;1432;John F Kennedylaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Donker bruin;2006;Verharding;Overig;;"{""coordinates"": [5.484372904328453, 51.45351389865644], ""type"": ""Point""}";51.45351389865644, 5.484372904328453
1615;13695;Gestel;1725;Zagwijnstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;2013;Gazon;Park;;"{""coordinates"": [5.449109307887278, 51.417831027262004], ""type"": ""Point""}";51.417831027262004, 5.449109307887278
1617;12998;Tongelre;1322;Jozef Israëlslaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2013;Gazon;Park;;"{""coordinates"": [5.5191241371153605, 51.439024545094874], ""type"": ""Point""}";51.439024545094874, 5.5191241371153605
1618;14954;Park Philips van Lennep;1623;;BOR;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.432421971861537, 51.44646969903011], ""type"": ""Point""}";51.44646969903011, 5.432421971861537
1620;14958;Strijp 2;1640;;BOR;BOR Stedelijk;Particulier;Model Eindhoven;Beton;Hout;Lak;Donker bruin;;Verharding;;;"{""coordinates"": [5.40504056020143, 51.43887192464566], ""type"": ""Point""}";51.43887192464566, 5.40504056020143
1621;14960;Strijp 2;1640;;BOR;BOR Stedelijk;Particulier;Model Eindhoven;Beton;Hout;Lak;Donker bruin;;Verharding;;;"{""coordinates"": [5.40579858231729, 51.438878420180174], ""type"": ""Point""}";51.438878420180174, 5.40579858231729
1626;14965;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.452385583722063, 51.474001875407524], ""type"": ""Point""}";51.474001875407524, 5.452385583722063
1633;8815;Tongelre;1333;Kaartmakersring;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.517359934545291, 51.444838760334505], ""type"": ""Point""}";51.444838760334505, 5.517359934545291
1636;12099;Woensel zuid;1410;Fellenoord;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;2006;Beplanting;Overig;;"{""coordinates"": [5.471569642359316, 51.44421610013885], ""type"": ""Point""}";51.44421610013885, 5.471569642359316
1637;12100;Woensel zuid;1410;Fellenoord;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Licht bruin;2006;Beplanting;Overig;;"{""coordinates"": [5.47181195706057, 51.44361935533412], ""type"": ""Point""}";51.44361935533412, 5.47181195706057
1638;12102;Woensel zuid;1410;Anna Walravenpad;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Licht bruin;2006;Gazon;Plein;;"{""coordinates"": [5.4677852754164284, 51.44554674078885], ""type"": ""Point""}";51.44554674078885, 5.4677852754164284
1642;15155;Park Henri Dunant;1532;;BOR;BOR Stedelijk;;;;;;;;;;;"{""coordinates"": [5.471167403501745, 51.477465337641334], ""type"": ""Point""}";51.477465337641334, 5.471167403501745
2;9793;Stratum;1230;Rijsven;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2011;Gazon;Plein;;"{""coordinates"": [5.5170167714794625, 51.424997450795864], ""type"": ""Point""}";51.424997450795864, 5.5170167714794625
7;9944;Tongelre;1321;Tafelbergplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Hout;Hout;Beits;Donker bruin;2010;Verharding;School;;"{""coordinates"": [5.509487228281658, 51.441266465212905], ""type"": ""Point""}";51.441266465212905, 5.509487228281658
8;9952;Strijp 1;1622;St Theresiaplein;BOR;BOR Stedelijk;BOR Stedelijk;Anders;Staal;Hout;Lak;Licht bruin;2008;Verharding;Plein;;"{""coordinates"": [5.440403917641527, 51.43890208151024], ""type"": ""Point""}";51.43890208151024, 5.440403917641527
9;9877;Woensel noord 1;1521;Scheldestraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.423247913674105, 51.477348753753205], ""type"": ""Point""}";51.477348753753205, 5.423247913674105
10;9881;Woensel noord 1;1522;Fransebaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;School;;"{""coordinates"": [5.45178975670838, 51.480477702361355], ""type"": ""Point""}";51.480477702361355, 5.45178975670838
12;9883;Woensel noord 1;1522;Gascognehof;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.451994540662376, 51.485505531907044], ""type"": ""Point""}";51.485505531907044, 5.451994540662376
20;9905;Woensel noord 1;1523;Mainelaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;School;;"{""coordinates"": [5.434267748047658, 51.48606797967898], ""type"": ""Point""}";51.48606797967898, 5.434267748047658
